Category,Brand,Tier,TTS Evidence,HQ Location,Company Size,Business Model,Fit Score,Fit Why,KDM Name,KDM Title,KDM LinkedIn,KDM Confidence,Secondary Contact,Marketing Org Notes,Source URLs
Menswear & Underwear,Cuts Clothing,WINNABLE,@cuts TikTok + TTS storefront (shop.tiktok.com/us/k/cuts-shirts) with 3-pack promos/discount codes; documented influencer/ambassador program (GRIN case study) assigning creators 1-2 TikTok videos/month.,"Culver City, CA",~50 employees; $250M+ cumulative sales (bootstrapped),DTC + own retail (hybrid),4,Premium-basics brand that scaled on an ambassador/creator flywheel and needs steady monthly creator content cadence.,Steven Borrelli,Founder & CEO,https://www.linkedin.com/in/borrellisteven,HIGH,Cuts posted a 'Director of Growth' role (marketing leadership below CEO),"Founder/CEO Steven Borrelli verified via LinkedIn /in/borrellisteven (founded 2016, $250M+ cumulative bootstrapped sales) - HIGH; the brand/marketing driver on a small (~50) team. Ran a formal ambassador program via GRIN. Hiring Director of Growth per search - a growth/creator lead may now own the affiliate budget; confirm.",https://www.linkedin.com/in/borrellisteven https://grin.co/case-studies/tik-tok-case-study-cuts-clothing/ https://www.sweepcreative.com/the-brand-study/cuts-clothing https://shop.tiktok.com/us/k/cuts-shirts
Sports & Outdoor,YoungLA,WINNABLE,"Active TikTok Shop storefront (@youngla, 'YoungLA TikTok Shop' with gym-outfit SKUs); scaled via TikTok fitness-creator affiliate program. Forbes (Aug 2025): $176M revenue built on TikTok influencer/affiliate content.","Santa Clarita / Los Angeles, CA","~$176M revenue (2024–25); founder-owned, est. 200+ employees",DTC + TikTok Shop + affiliate creator commerce (some marketplace),5,"Founder-led activewear that ships constant drops and lives on gym-creator affiliate content — burns through creator video weekly, no holding-co agency lock-in.",Sarina Vanmali,"Director of Marketing (owns creative, social, influencer, paid)",https://www.linkedin.com/in/sarina-vanmali-2b905322/,HIGH,Gurmer & Robby Chopra — Co-Founders/Owners (no verified individual LinkedIn URL captured),In-house creative/social/influencer team under Sarina Vanmali; founder-owned so buying decisions are fast and centralized. No stated agency-of-record. Uses Radial for fulfillment (unrelated to creative). Sarina Vanmali confirmed as Director of Marketing at YoungLA via LinkedIn plus multiple B2B directories; LinkedIn URL independently verified and matches.,https://www.forbes.com/sites/simonemelvin/2025/08/08/how-youngla-pumped-up-its-activewear-startup-to-176-million-in-sales/ https://www.linkedin.com/in/sarina-vanmali-2b905322/ https://www.youngla.com/pages/about-us https://www.tiktok.com/discover/youngla-tiktok-shop
Sports & Outdoor,HydroJug,WINNABLE,Active TikTok Shop (Traveler 40oz SKUs on shop.tiktok.com; @hydrojug). Company posted a 'TikTok & Amazon Ads Buyer' role stating TikTok is its primary paid channel — running GMV Max and GMV Live inside TikTok Shop.,"Ogden, UT","Mid-market DTC; 35,000 sq ft Ogden HQ/manufacturing, est. ~100–250 employees",DTC + Amazon + TikTok Shop + retail (Target/Walmart) hybrid,5,Hydration brand whose growth engine is explicitly TikTok creator content + GMV Max/Live — needs high-velocity affiliate video continuously.,,VP of Marketing (role exists per company job posts; individual unconfirmed),,LOW,Samantha Birrell — Brand Partnerships — https://www.linkedin.com/in/samantha-birrell-197755235/,"Dedicated in-house TikTok/Amazon paid team (hiring 'TikTok & Amazon Ads Buyer' and Performance Marketing Manager in Ogden). VP of Marketing role referenced in postings but the current individual could not be verified — role exists, individual unconfirmed. Samantha Birrell independently confirmed as Brand Partnerships at HydroJug; her LinkedIn URL verified and matches. Michelle Serna also referenced on marketing team (unverified).",https://www.thehydrojug.com/blogs/careers/tiktok-amazon-ads-buyer https://www.tiktok.com/shop/product/hydrojug https://www.linkedin.com/in/samantha-birrell-197755235/ https://www.linkedin.com/company/hydrojug
Sports & Outdoor,NVGTN,WINNABLE,"Dedicated TikTok Shop landing (shop.tiktok.com/us/k/nvgtn-gym-wear) and @nvgtn; brand built on TikTok fitness-creator seeding/affiliate content, ships to 180+ countries.","Tampa / Pasco County, FL","One of fastest-growing US apparel brands; 100,000 sq ft FL HQ, est. $100M+ revenue",DTC + TikTok Shop + affiliate creator commerce,5,TikTok-native activewear with frequent seasonal/color drops entirely dependent on gym-creator content velocity; no holding-co agency.,,Head of Marketing / Influencer (in-house role; individual unconfirmed),,LOW,Brett Schneggenburger — Owner & CEO; Ashleigh Schneggenburger — Co-Founder/creative lead (no verified individual LinkedIn URL captured),"Founder-run (Brett & Ashleigh Schneggenburger, founded 2018). In-house influencer/creative team but no named, verifiable marketing KDM found — role inferred, individual unconfirmed. Ashleigh is the brand/creative face; Brett owns the business.",https://nvgtn.com/pages/about-us https://shop.tiktok.com/us/k/nvgtn-gym-wear https://www.tiktok.com/@nvgtn https://www.linkedin.com/company/nvgtn
Sports & Outdoor,Halara,WINNABLE,"TikTok Shop 'Super Brand Day' campaign: 115M video views over 6 days and ~100,000 customers; @halara_official. Affiliates earn 10% + performance rewards; works with thousands of creators per launch.",US-market DTC (China-founded; backed by HIKE Capital),Est. $100M+ revenue (~$101M 'playbook' cited); mid/large DTC,"DTC + TikTok Shop marketplace, mass-creator affiliate model",5,Explicitly virality-engineered — recruits thousands of creators per drop with commission + giveaway incentives; content demand is effectively unlimited.,Gabby Hirata,Global Brand President (LIKELY DEPARTED — see notes),https://www.linkedin.com/in/gabbyhirata/,MED,Gabriel D. Celestino — cited in Halara TikTok Shop campaign LinkedIn post (role/currency unverified),"Gabby Hirata (ex-DVF CEO) named Global Brand President July 2023 (WWD confirmed) and led the influencer-incentive strategy. LinkedIn URL independently verified as her real profile, BUT her current headline now reads 'Advisor | Ex-CEO/President | DTC' — she appears to have transitioned OUT of the President role, so the title is likely stale. URL verified/real; role currency NOT current. Verify status before outreach. Marketing runs on a large distributed creator/affiliate ops team rather than a single AOR.",https://www.marketingbrew.com/stories/2024/01/24/how-halara-uses-influencer-incentives-to-go-viral-again-and-again https://wwd.com/business-news/retail/gabby-hirata-appointed-global-brand-president-of-halara-1235728539/ https://www.forbes.com/sites/sboyd/2024/02/29/how-activewear-brand-halara-harnessed-the-marketing-power-of-tiktok/ https://www.linkedin.com/in/gabbyhirata/
Sports & Outdoor,Bala (Bala Bangles),WINNABLE,Active TikTok Shop (@bala; shop.tiktok.com/us/k/bala-bangles-2lbs) with #tiktokshop sale videos and creator codes (e.g. PLAYDAY30); design-forward wearable weights that recur in fitness/Pilates creator content.,"Los Angeles, CA","Small DTC, est. ~$20–40M revenue (grew 8x post-Shark Tank)","DTC + retail (Target ~1,380 doors, Amazon) + TikTok Shop hybrid",4,"Aesthetic, giftable fitness accessory built on influencer gifting/UGC from day one; needs steady lifestyle creator content but has a retail base cushioning it.",Natalie Holloway,Co-Founder & CEO (brand/marketing lead),,MED,Maximilian Kislevitz — Co-Founder — https://www.linkedin.com/in/maximilian-kislevitz-12b147b/,"Founder-led (Natalie Holloway & Max Kislevitz, husband-and-wife, founded 2018). Grew multi-million with NO paid media early — influencer gifting + organic was the entire playbook, so creator content is core DNA. Natalie Holloway confirmed as co-founder/CEO across WWD/Shopify/Mark Cuban Companies, but her exact individual LinkedIn URL could not be verified (multiple same-name profiles), so left blank. Max Kislevitz's LinkedIn URL independently verified and matches. Works with agency Superordinary on some collabs/commerce.",https://shop.tiktok.com/us/k/bala-bangles-2lbs https://www.tiktok.com/@bala/video/7301100717996117294 https://www.shopify.com/blog/bala-organic-marketing https://www.linkedin.com/in/maximilian-kislevitz-12b147b/ https://wwd.com/beauty-industry-news/wellness/bala-target-launch-1235814040/
Sports & Outdoor,Cirkul,FLAGSHIP,TikTok Shop product listings (tiktok.com/product/cirkul-water-bottle) and 1.2B+ TikTok views; the flavor-cartridge 'first reaction' UGC format went viral and drives affiliate sales.,"Tampa, FL","$1B valuation (2022, Bloomberg); large DTC, hundreds of employees",DTC subscription (cartridges) + Walmart retail + TikTok Shop,4,"Reaction/taste-test UGC is its core acquisition engine, but subscription + Walmart distribution reduce raw content dependency vs. pure TTS-native players.",Daniel Gdowski,VP of Marketing (title disputed — see notes),https://www.linkedin.com/in/dangdowski/,MED,Garrett Waggoner — CEO & Co-Founder (no verified individual LinkedIn URL captured),"In-house Tampa marketing org actively hiring paid-social content creators and marketing specialists. Daniel Gdowski's LinkedIn URL independently verified and matches — he is a real Cirkul executive in Tampa. Title AMBIGUOUS: his own LinkedIn headline reads 'VP of Marketing | Growth Executive,' but third-party sources (The Org, RocketReach) list him as 'VP of Ecommerce' at Cirkul. Verify exact remit before outreach; kept MED.",https://www.bloomberg.com/news/articles/2022-06-13/cirkul-water-becomes-tiktok-famous-now-valued-at-1-billion https://www.tiktok.com/product/cirkul-water-bottle https://www.linkedin.com/in/dangdowski/ https://theorg.com/org/cirkul/org-chart/daniel-gdowski https://drinkcirkul.com/pages/careers
Sports & Outdoor,Solo Stove (Solo Brands),FLAGSHIP,Sells on TikTok Shop (solostove SKUs) and ran an integrated influencer/TikTok 'Blunt Marketing' campaign with Snoop Dogg; heavy outdoor-creator seeding for fire pits/pizza ovens.,"Grapevine, TX","Public (Solo Brands, NYSE: DTC); ~$450–500M revenue","DTC + retail (Amazon, big-box) + TikTok Shop hybrid",4,"Seasonal outdoor hard-goods brand leaning on demo/lifestyle creator content and celebrity-influencer pushes, but higher AOV/considered purchase moderates content-per-sale intensity.",Liz Vanzura,"Chief Marketing Officer, Solo Brands",,MED,"Luana Bumachar — prior CMO, Solo Brands (exited; Vanzura became interim CMO Feb 2025)","CMO seat turned over: Luana Bumachar departed and Liz Vanzura was named interim CMO Feb 2025, then confirmed as permanent CMO of Solo Brands (Adweek). Name and role independently verified. No individual LinkedIn URL was captured/verified, so kdm_linkedin left blank. Public company with in-house brand + performance teams and agency partners for large campaigns.",https://www.adweek.com/brand-marketing/solo-brands-names-liz-vanzura-cmo-ahead-of-nyse-re-listing/ https://www.prnewswire.com/news-releases/solo-stove-unveils-major-brand-expansion-across-fire-cooking-and-cooling-ahead-of-national-backyard-day-302712725.html https://www.marketingdive.com/news/snoop-dogg-solo-stove-blunt-marketing-campaign/724656/ https://www.solostove.com/us/en-us/
Sports & Outdoor,Jackery,FLAGSHIP,"Active TikTok Shop (shop.tiktok.com/us/k/jackery-portable-power-station; Explorer/400 SKUs) plus a formal affiliate program (5% commission, via Awin/Impact/CJ/AvantLink) targeting outdoor/camping creators.","Fremont, CA (US); parent in Shenzhen, China",Large global category leader in portable power; est. $300M+ revenue,"DTC + Amazon + TikTok Shop + retail (Harbor Freight, big-box) hybrid",4,"Considered-purchase hard goods, but demo/field-test creator content (camping, emergency prep) is central to conversion and the affiliate program is actively creator-fed.",,Head of Americas online / marketing lead (US) — individual unconfirmed,,LOW,York Wu — CEO; Julie Wang — COO (global; no verified individual LinkedIn URL captured),"Global org (CEO York Wu, COO Julie Wang) with a 'Head of Online Business of Americas Region' running US commerce; no US marketing/creator KDM could be verified by name — role exists, individual unconfirmed. Cross-border structure makes single-owner identification harder; affiliate program is the accessible entry point.",https://shop.tiktok.com/us/k/jackery-portable-power-station https://www.jackery.com/pages/affiliate-program https://rocketreach.co/jackery-management_b5f0a2c9f68665a2 https://www.creator-hero.com/blog/jackery-affiliate-program-in-depth-review-pros-and-cons
Health (Supplements/Wellness),Nello (Supercalm),WINNABLE,"@nello on TikTok Shop; Supercalm cortisol/stress drink powder was reported #1-selling product across all of TikTok Shop; 1M+ units sold, 8-figure revenue; runs thousands of affiliates posting thousands of pieces of content daily.","Los Angeles, CA (US)",Small (launched 2021; 8-figure revenue; lean team),"DTC + TTS-native, expanding to retail (Target)",5,"Entirely creator-commerce driven, burning through thousands of affiliate videos daily; textbook high-velocity content need.",Tammy Hilgendorf,Director of TikTok Marketing (TikTok Shop) at Nello,https://www.linkedin.com/in/tammy-hilgendorf-b723a41b9/,HIGH,"Connor Noe, Co-Founder & CMO (no verified LinkedIn URL captured); Sureya Alex, TikTok Marketing Director (https://www.linkedin.com/in/sureyaalex/); Nicole Czarnecki, Director of Brand Marketing",Founder Connor Noe owns creator strategy as CMO; dedicated TikTok Shop marketing function (Hilgendorf + Sureya Alex). Hilgendorf role and LinkedIn URL independently verified via search (Director of TikTok Marketing at Nello). Sureya Alex title/URL also verified. Used external TTS affiliate agency Brands Meet Creators (Mike Rama) to seed 300+ affiliates. No holding-co AOR evident.,https://www.linkedin.com/in/tammy-hilgendorf-b723a41b9/ https://www.glossy.co/pop/glossy-pop-newsletter-wellness-brands-are-winning-on-tiktok-shop-for-now/ https://wwd.com/beauty-industry-news/wellness/tiktok-nello-cortisol-supplement-target-launch-1237088747/ https://www.linkedin.com/posts/michaelrama_nello-supercalm-was-the-1-selling-product-activity-7308914411698638848-za03
Health (Supplements/Wellness),Arrae,WINNABLE,"@arrae.co on TikTok; Bloat and Calm capsules went viral on TikTok Shop; affiliate-only model (pay-per-sale), top creator earned $100K in a month; reportedly ~$50M+ TTS revenue en route to $100M total brand revenue in 2026.","Los Angeles, CA (US)",Mid-market (~$100M revenue 2026),DTC + TTS + retail (hybrid),5,Pure affiliate/creator flywheel with no fixed influencer fees; depends on constant new creator content to sustain virality.,Siffat (Siff) Haider,"Co-Founder & Co-CEO, Arrae",https://www.linkedin.com/in/siffat-haider-35954461,HIGH,"Nish Samantray, Co-Founder & Co-CEO; influencer/affiliate program run by an Influencer Marketing Manager (role actively hired in LA)","Founder-led (Haider is ex-influencer, owns creator vision). Haider role and LinkedIn URL independently verified via search, Crunchbase, and TheOrg (Co-Founder & Co-CEO). In-house Influencer Marketing Manager role posted in LA. 'Alexa Wyatt / Head of Marketing' surfaced in search but reportedly moved to DTC consulting last year - treat as uncertain/possibly former. No holding-co AOR.",https://www.linkedin.com/in/siffat-haider-35954461 https://www.forbes.com/sites/karineldor/2026/02/18/building-100m-wellness-brand-arrae-siff-haider-on-calculated-risk-and-relentless-standards/ https://www.glossy.co/pop/glossy-pop-newsletter-wellness-brands-are-winning-on-tiktok-shop-for-now/ https://www.linkedin.com/jobs/view/influencer-marketing-manager-at-arrae-4094012475
Health (Supplements/Wellness),Micro Ingredients,WINNABLE,@microingredients on TikTok Shop; ~$111M cumulative TTS GMV / 3.2M+ units since launch (per Tramicheck + FastMoss store analysis); broad affiliate program spanning nano to macro creators.,"Montclair, CA (US)",Mid-market (nine-figure TTS GMV; Amazon-native supplier),Marketplace-native (Amazon) + TTS + DTC,5,"One of the largest supplement affiliate engines on TTS; wide SKU catalog requires continuous, high-volume creator content.",,"Head of Marketing / E-commerce (role exists, individual unconfirmed)",,LOW,"Shanfeng Lin, CEO of DPL Trading, Inc. (dba Micro Ingredients) - named in CA OAG Prop 65 filings; no verified LinkedIn URL captured","Legal entity DPL Trading, Inc.; CEO Shanfeng Lin. No named social/creator/affiliate lead verified in public sources - role inferred but individual unconfirmed. No agency-of-record disclosed. Strong inbound target given scale but low-profile leadership.",https://www.tiktok.com/@microingredients https://www.tramicheck.com/newsletter/111m-tiktok-shop-supplement-brand https://www.fastmoss.com/shop-marketing/detail/7494949083499694765 https://oag.ca.gov/system/files/prop65/notices/2024-03867.pdf
Health (Supplements/Wellness),Physician's Choice,WINNABLE,"@physicianschoice on TikTok Shop; ranked #3 across all TikTok Shop sellers during its first Super Brand Day, driving nearly $1M GMV in 7 days; earlier campaign generated $2.4M in 28 days by recruiting 2,000+ creators.","Aspen/Denver, Colorado (US)","Large (#1 US probiotic; ~$300M projected annual revenue; 80,000+ retail doors)",Marketplace-native (Amazon #1 probiotic) + retail + TTS (hybrid),4,Aggressively recruits thousands of creators for TTS bursts; needs scalable creator content but has broad retail base beyond TTS.,Logan Chierotti,"Founder & CEO, Physician's Choice",https://www.linkedin.com/in/loganchierotti/,HIGH,"Morgan Shepard, media contact (named in PR Newswire release; role/currency unconfirmed)",Bootstrapped founder-CEO; EY Entrepreneur of the Year 2026 Mountain West. Chierotti role and LinkedIn URL independently verified via search and TheOrg (Founder & CEO). Dedicated marketing/creator leadership almost certainly exists at this revenue scale but a specific social/affiliate KDM was not verified - Chierotti is the confirmed decision-maker/relationship entry point. No holding-co AOR disclosed.,https://www.linkedin.com/in/loganchierotti/ https://www.prnewswire.com/news-releases/physicians-choice-ranks-3-on-tiktok-shop-during-super-brand-day-driving-nearly-1-million-in-gmv-302803749.html https://www.tiktok.com/@physicianschoice https://www.prnewswire.com/news-releases/physicians-choice-founder-logan-chierotti-named-ey-entrepreneur-of-the-year-2026-mountain-west-award-winner-302816380.html
Health (Supplements/Wellness),Toplux Nutrition,WINNABLE,"@Toplux Nutrition on TikTok Shop; Magnesium Complex (8-form, 1000mg) cited as the highest unit-volume product in TTS supplement top-10 with 1M+ units sold at peak (FastMoss product analysis).","Glendale, CA (US) - per TTS seller listing",Small/undisclosed (private TTS-native seller),TTS-native / marketplace-first (DTC),5,Almost entirely dependent on TikTok Shop affiliate content velocity to move single hero SKU; no brand equity cushion.,,Founder / Marketing lead (unconfirmed),,LOW,,"Low-transparency TTS-native operator; no named executives or LinkedIn presence surfaced. Company address 1146 N Central Ave, Glendale CA. Individual unconfirmed - honest blank. High creator-content dependency makes it a strong Spira prospect if a contact can be sourced via TTS seller outreach.",https://shop.tiktok.com/us/pdp/magnesium-complex-by-toplux-8-essential-magnesium-forms-in-one-capsule/1729448464509734958 https://www.fastmoss.com/e-commerce/detail/1729448464509734958 https://www.accio.com/business/top-selling-products-on-tiktok-shop
Health (Supplements/Wellness),MaryRuth's (MaryRuth Organics),FLAGSHIP,@maryruthorganics on TikTok Shop with dedicated creator program page; Liquid Multivitamin generated $29M+ TTS GMV; TikTok for Business case studies on reach/frequency + CAC.,"Los Angeles, CA (US)",Large (nine-figure revenue supplement brand),DTC + retail + TTS (omnichannel hybrid),4,"Runs a large ongoing TTS creator program across many SKUs; steady high content need but mature, resourced in-house team.",Elizabeth Althoff,"Influencer Marketing Manager, MaryRuth's",https://www.linkedin.com/in/elizabeth-althoff/,HIGH,"Kristen Althoff, Senior Director of Influencers & Socials, MaryRuth's (per TheOrg); Jay Hunter, CRO","Established in-house influencer/creator team (dedicated TikTok Shop creators landing page). Althoff role and LinkedIn URL independently verified via search + ZoomInfo (Influencer Marketing Manager) - identity confirmed, hence upgraded to HIGH; note she is manager-level. Director above her verified as Kristen Althoff, Senior Director of Influencers & Socials (per TheOrg). Likely partially agency-supported but no AOR disclosed.",https://www.linkedin.com/in/elizabeth-althoff/ https://www.maryruthorganics.com/pages/maryruths-tiktok-shop-creators https://ads.tiktok.com/business/en-US/inspiration/maryruth-reach-and-frequency-tiktok-shop https://www.nutraingredients.com/Article/2025/10/03/spate-x-maryruths-tiktok-fuels-rapid-growth-in-wellness-supplement-sales/
Health (Supplements/Wellness),Bloom Nutrition,FLAGSHIP,"@bloomsupps on TikTok / active TikTok Shop; ~12B TikTok views from 5,600+ influencer partnerships since 2021; greens powder is a category-defining TTS viral SKU; est. ~75% of marketing spend on creator/influencer program.","Austin, TX (US)",~65-100 employees; ~$170M+ revenue,DTC + retail (Target/GNC) + TTS (hybrid),5,"Influencer-founder brand that lives on creator volume (thousands of partnerships, majority of spend on influencer content).",Jillian Freeborn,"Head of Influencer Marketing, Bloom Nutrition",https://www.linkedin.com/in/jillian-freeborn-93b3011b0/,HIGH,"Loreni Yepremian, Influencer Marketing Manager (https://www.linkedin.com/in/loreni-yepremian/); Mari Llewellyn, Founder; Greg LaVecchia, Co-Founder/CEO","Large in-house influencer team in Austin (multiple IM roles - coordinator/manager/assistant continually hiring). Founder Mari Llewellyn is the creator face. Freeborn role and LinkedIn URL independently verified via search + ZoomInfo (Head of Influencer Marketing). Loreni Yepremian LinkedIn also verified. Content run in-house, no holding-co AOR - but sheer volume makes them an AI-content efficiency target.",https://www.linkedin.com/in/jillian-freeborn-93b3011b0/ https://www.netinfluencer.com/bloom-nutrition-mari-llewellyn-12-billion-views-on-tiktok/ https://www.inc.com/sydney-sladovnik/how-an-army-of-tiktokers-drove-12-billion-video-views-for-my-company.html https://www.zoominfo.com/p/Jillian-Freeborn/2748359493
Health (Supplements/Wellness),Lemme (by Kourtney Kardashian Barker),FLAGSHIP,"@lemme on TikTok Shop; affiliate model with 13,000+ commission-paid creators producing 53,000+ pieces of content; drove ~$13M in a single month (Nov 2025) via TTS; ~$200M brand.","Los Angeles, CA (US)",Mid-large (~$200M brand; VC/celebrity-backed),DTC + TTS + retail (Target) - hybrid,5,AI-assisted affiliate engine with tens of thousands of creators; explicitly content-volume dependent to feed the flywheel.,Sierra Simon,"VP of Brand & Marketing (LinkedIn) / Sr. Director, Brand & Integrated Marketing (org charts), Lemme",https://www.linkedin.com/in/sierrasimon/,MED,"Simon Huck, Co-Founder (brand/celebrity marketing lead, https://www.linkedin.com/in/simon-huck-579b6929); Nir Liberboim, CEO & Co-Founder",Co-founder Simon Huck drives celebrity/creator strategy; Sierra Simon owns brand & integrated marketing. Simon identity and LinkedIn URL verified via search (profile + LinkedIn posts on Lemme retail launches); kept MED because title varies VP vs Sr Director across LinkedIn/TheOrg. Lemme uses AI-managed affiliate program (reported HypeLive-style tooling) rather than a traditional holdco AOR - a direct Spira competitor-space signal.,https://www.linkedin.com/in/sierrasimon/ https://theorg.com/org/lemme/org-chart/sierra-simon https://www.forbes.com/sites/karineldor/2026/05/06/how-lemme-built-a-200m-wellness-brand-beyond-the-celebrity-playbook/ https://www.hypelive.io/en/blog/lemme-tiktok-shop-affiliate-ai-case-study-2026
Automotive & Motorcycles (Accessories/Aftermarket),Torque Detail,WINNABLE,Active TikTok Shop presence; ceramic spray/wax SKUs sold via TTS and heavily reviewed by detailer creators. Brand is 'digitally native' with 250k+ DIY detailers. TTS discover/shop listings for 'Torque Redline Shine' and ceramic coating.,"Orlando, FL",Mid-market DTC brand; acquired by Recochem (parent ~$1B rev) Dec 2022. Brand itself small (est. <100 employees).,DTC/hybrid (torquedetail.com + Amazon + TikTok Shop),5,Detailing-demo product that lives or dies on creator before/after content; burns through UGC weekly and is affiliate/creator-commerce dependent.,,"Head of Marketing / DTC Growth (role exists, individual unconfirmed)",,LOW,,Acquired by Recochem in Dec 2022; operates as a digitally-native brand under Recochem's aftermarket portfolio. Founder name circulated in secondary summaries ('Frank Mitchell') could NOT be verified in a primary source — do not treat as confirmed. Marketing/creator budget likely sits with an in-house DTC lead under Recochem; individual unconfirmed.,https://www.torquedetail.com/ https://picante.today/blog/2022/12/12/recochem-completes-acquisition-of-torque-detail/ https://www.crunchbase.com/acquisition/recochem-acquires-torque-detail--6a85fdb9 https://www.tiktok.com/discover/torque-redline-shine-ceramic-coating
Automotive & Motorcycles (Accessories/Aftermarket),Shine Armor,WINNABLE,"Official TTS account @shinearmorofficial; 3-in-1 Ceramic Coating 'As Seen On TV' listed on TikTok Shop (product PDP), active creator reviews. TTS 'shine-armor-where-to-buy' storefront pages.","US (founders based Charleston, SC); DTC-first, no verified single HQ","7–8 figure DTC brand (small team, est. <100)","DTC/hybrid (shinearmor.com + Amazon + TikTok Shop, mass/As-Seen-On-TV distribution)",5,"Impulse As-Seen-On-TV car-care SKU; conversion is entirely demo/UGC driven, ideal for high-velocity affiliate content.",,"Head of Marketing / Brand (role exists, individual unconfirmed)",,LOW,,"Co-founded 2018 by Brandon Monaghan (VisCap Media / Miracle Brand ecosystem) and Justin Kemperman; Monaghan's own profiles list the Shine Armor co-founder role as ending ~2021, so he is NOT a current KDM. Current in-house marketing lead unconfirmed — mark any named individual LOW until verified.",https://www.shinearmor.com/ https://www.tiktok.com/view/product/1729500034240975064 https://shop.tiktok.com/us/k/shine-armor-where-to-buy https://www.linkedin.com/company/shine-armor https://featured.com/p/brandon-monaghan
Automotive & Motorcycles (Accessories/Aftermarket),Nexgen (getnexgen),WINNABLE,Official accounts @getnexgen / @nexgen posting TTS promos ('Try Nexgen Ceramic Spray for 40% off'); ceramic spray listed as a TikTok Shop product (view/product PDP) with heavy detailer-creator review volume.,"Las Vegas, NV","Small DTC brand (est. <100 employees); 20+ yrs formula heritage, consumer sales since 2019",DTC/hybrid (getnexgen.com + Amazon + TikTok Shop),5,Single-hero-SKU ceramic spray competing purely on application/shine demos — needs continuous creator video to defend against Torque Detail/Shine Armor.,Michael Cantrell,Founder & CEO,https://www.linkedin.com/in/michaelcantrellofficial/,HIGH,,"Founder-led small brand — Cantrell (LinkedIn 'Founder, CEO Nexgen Global LLC', LA/Las Vegas) controls or directly oversees marketing/creator spend. LinkedIn URL independently confirmed via search results and matches SpeedTour/SVRA press (title 'Founder, CEO Nexgen Global LLC'). In a company this size the founder/CEO is the decision-maker for affiliate & creator budget.",https://www.linkedin.com/in/michaelcantrellofficial/ https://getnexgen.com/products/nexgen-ceramic-spray https://www.tiktok.com/@nexgen/video/7198568517640277291 https://svra.com/news/nexgen-named-the-official-car-care-company-of-speedtour/
Automotive & Motorcycles (Accessories/Aftermarket),Kemimoto,WINNABLE,Active US TikTok Shop PDP listings for UTV/ATV/motorcycle accessories; brand explicitly cites content-driven TikTok/YouTube communities driving customization demand. Official @kemimotous social.,"US operations (7 US distribution hubs); global HQ Guangzhou, China. US subsidiary Issyzone Tech.",500+ employees globally; SEMA member,Marketplace/hybrid (kemimoto.com DTC + Amazon + TikTok Shop + distributor network),4,Vehicle-specific powersports accessories rely on install/fitment demo content; huge SKU count = constant appetite for creator how-to videos.,,"Head of Marketing / Creator Partnerships (role exists, individual unconfirmed)",,LOW,"Tyler Threadgill, Business Development Manager (US), https://www.linkedin.com/in/tyler-threadgill-279ba8124/","500+ person org with in-house content strategy/creative teams (stated on About page). Tyler Threadgill is a verified US-based Business Development Manager at Kemimoto (LinkedIn + ZoomInfo independently confirmed; URL matches) — good warm entry point but he owns offline BD/distributor deals, not necessarily creator/affiliate budget. The actual social/creator lead is unconfirmed; treat any named marketing individual LOW until verified.",https://www.kemimoto.com/pages/about-kemimoto https://www.linkedin.com/in/tyler-threadgill-279ba8124/ https://www.zoominfo.com/p/Tyler-Threadgill/1957588533 https://www.openpr.com/news/4550907/kemimoto-expands-its-off-road-accessories-line-for-utv-atv
Automotive & Motorcycles (Accessories/Aftermarket),Nilight,WINNABLE,"Numerous live US TikTok Shop PDPs (LED pods, light bars, rock lights, driving lights) under shop.tiktok.com/us; 'nilight rock lights' TTS keyword storefront. Strong off-road creator install content.","Englewood, NJ (US HQ)",51–200 employees (LinkedIn),Marketplace/hybrid (Amazon-first since 2013 + nilight.com DTC + TikTok Shop),4,"Off-road LED lighting is intensely visual/demo-driven (night beam shots, truck/Jeep installs) — perfect for high-velocity creator affiliate content.",,"Marketing / eCommerce Lead (role exists, individual unconfirmed)",,LOW,,US-based team in Englewood NJ (51–200 on LinkedIn). Amazon-native brand expanding into TTS. No individual marketing/creator lead verifiable in public sources — leave named KDM blank until confirmed via LinkedIn.,https://www.nilight.com/pages/about-us https://www.linkedin.com/company/nilight-led-light https://shop.tiktok.com/us/k/nilight-rock-lights https://shop.tiktok.com/us/pdp/led-off-road-lights-nilight-18w-1260lm-spot-pods-for-trucks-atv-suv/1730034068928304124
